InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,MajorCategory,MinorCategory,OrderValue
11341,S199,Refrigerator,3,2024-01-15,20146,785,India,Electronics,Appliances,60438
11342,S470,Desk,3,2024-04-13,48781,860,Canada,Furniture,Office,146343
11343,S493,DiningTable,3,2024-03-15,13964,189,India,Furniture,Dining,41892
11344,S770,T-shirt,5,2024-04-23,59980,937,USA,Clothing,Tops,299900
11345,S451,Shoes,1,2024-03-20,36020,408,Germany,Clothing,Footwear,36020
11346,S663,Jeans,2,2024-02-23,12763,828,UK,Clothing,Bottoms,25526
11347,S220,DiningChair,4,2024-04-01,41478,546,India,Furniture,Dining,165912
11348,S813,Microwave,2,2024-02-05,39466,232,UK,Electronics,Appliances,78932
11349,S507,Hoodie,2,2024-04-14,48743,606,Canada,Clothing,Tops,97486
11350,S493,Sofa,4,2024-03-06,49399,675,Germany,Furniture,LivingRoom,197596
11351,S685,TV,2,2024-01-21,435,323,Canada,Electronics,Entertainment,870
11352,S637,CoffeeTable,5,2024-04-02,46583,365,UK,Furniture,LivingRoom,232915
11353,S329,Coat,5,2024-01-22,8005,146,Canada,Clothing,Outerwear,40025
11354,S236,Jacket,2,2024-02-05,58107,376,India,Clothing,Outerwear,116214
11355,S764,Chair,5,2024-01-01,7814,455,Canada,Furniture,Office,39070
11356,S236,TV,5,2024-04-02,17504,518,Canada,Electronics,Entertainment,87520
11357,S324,TV,1,2024-02-15,54197,848,UK,Electronics,Entertainment,54197
11358,S896,Jacket,5,2024-04-21,43277,899,Canada,Clothing,Outerwear,216385
11359,S936,Sandals,5,2024-01-27,36302,552,USA,Clothing,Footwear,181510
11360,S978,TV,5,2024-04-13,41474,870,Germany,Electronics,Entertainment,207370
11361,S590,Shoes,4,2024-01-19,24359,195,Germany,Clothing,Footwear,97436
11362,S602,Shoes,2,2024-03-13,12577,846,USA,Clothing,Footwear,25154
11363,S281,DiningTable,3,2024-04-23,10877,937,Germany,Furniture,Dining,32631
11364,S351,Chair,2,2024-02-24,4921,565,Germany,Furniture,Office,9842
11365,S493,Jeans,5,2024-02-18,6735,121,India,Clothing,Bottoms,33675
11366,S374,T-shirt,2,2024-01-11,50670,246,Canada,Clothing,Tops,101340
11367,S446,T-shirt,5,2024-04-14,48443,973,India,Clothing,Tops,242215
11368,S935,Trousers,5,2024-02-26,58683,267,UK,Clothing,Bottoms,293415
11369,S808,Microwave,2,2024-03-10,3861,373,Canada,Electronics,Appliances,7722
11370,S205,T-shirt,1,2024-02-07,35893,623,Germany,Clothing,Tops,35893
11371,S494,T-shirt,1,2024-02-24,15055,250,UK,Clothing,Tops,15055
11372,S832,DiningTable,4,2024-04-23,45207,942,India,Furniture,Dining,180828
11373,S465,Mouse,2,2024-02-06,6867,178,Canada,Electronics,Accessories,13734
11374,S719,Desktop,1,2024-01-06,58893,254,USA,Electronics,Computers,58893
11375,S783,TV,4,2024-04-24,10044,803,UK,Electronics,Entertainment,40176
11376,S611,DiningChair,1,2024-04-27,17966,777,UK,Furniture,Dining,17966
11377,S250,Laptop,2,2024-03-24,51172,427,USA,Electronics,Computers,102344
11378,S537,Refrigerator,1,2024-03-14,7616,844,UK,Electronics,Appliances,7616
11379,S494,Shirt,2,2024-04-08,12119,461,UK,Clothing,Tops,24238
11380,S751,Refrigerator,4,2024-04-11,39635,441,USA,Electronics,Appliances,158540
11381,S651,Desk,4,2024-03-04,36201,646,Germany,Furniture,Office,144804
11382,S531,Desk,1,2024-04-01,38274,639,Canada,Furniture,Office,38274
11383,S308,Chair,2,2024-01-01,23904,971,India,Furniture,Office,47808
11384,S457,Microwave,1,2024-04-26,4104,469,USA,Electronics,Appliances,4104
11385,S315,Microwave,5,2024-02-01,27795,947,USA,Electronics,Appliances,138975
11386,S126,Jeans,2,2024-04-03,24937,812,Germany,Clothing,Bottoms,49874
11387,S957,Laptop,5,2024-03-02,5034,708,USA,Electronics,Computers,25170
11388,S178,Trousers,2,2024-02-01,5376,112,Canada,Clothing,Bottoms,10752
11389,S866,Mouse,4,2024-01-18,48929,640,UK,Electronics,Accessories,195716
11390,S811,Refrigerator,4,2024-03-23,51409,113,UK,Electronics,Appliances,205636
11391,S277,Jeans,1,2024-04-06,39795,615,USA,Clothing,Bottoms,39795
11392,S949,Sandals,4,2024-04-01,36517,364,Canada,Clothing,Footwear,146068
11393,S194,DiningTable,4,2024-02-04,10476,634,Germany,Furniture,Dining,41904
11394,S501,Trousers,5,2024-01-29,3869,288,Canada,Clothing,Bottoms,19345
11395,S757,CoffeeTable,4,2024-03-24,20725,514,Germany,Furniture,LivingRoom,82900
11396,S211,Shirt,4,2024-02-04,12961,206,India,Clothing,Tops,51844
11397,S654,TV,2,2024-01-21,18694,209,India,Electronics,Entertainment,37388
11398,S753,Shirt,2,2024-01-26,36355,133,USA,Clothing,Tops,72710
11399,S146,Laptop,5,2024-03-02,51988,149,UK,Electronics,Computers,259940
11400,S507,Jacket,3,2024-02-06,49462,612,USA,Clothing,Outerwear,148386
11401,S199,Refrigerator,2,2024-03-27,46249,439,Germany,Electronics,Appliances,92498
11402,S491,Sofa,1,2024-04-11,38681,588,Canada,Furniture,LivingRoom,38681
11403,S180,Jacket,2,2024-02-29,44920,740,India,Clothing,Outerwear,89840
11404,S264,Chair,2,2024-04-01,50585,613,Canada,Furniture,Office,101170
11405,S468,DiningChair,2,2024-02-07,22418,738,Germany,Furniture,Dining,44836
11406,S176,Shoes,2,2024-03-18,40202,256,Canada,Clothing,Footwear,80404
11407,S991,Bed,1,2024-04-08,9546,416,Canada,Furniture,Bedroom,9546
11408,S402,Shoes,4,2024-01-22,20759,265,India,Clothing,Footwear,83036
11409,S827,Speaker,1,2024-01-23,4861,890,Germany,Electronics,Entertainment,4861
11410,S243,Refrigerator,4,2024-04-28,42817,226,Canada,Electronics,Appliances,171268
11411,S977,Desktop,3,2024-02-22,26475,734,USA,Electronics,Computers,79425
11412,S523,Speaker,3,2024-03-28,5671,618,Germany,Electronics,Entertainment,17013
11413,S674,Laptop,2,2024-04-15,46058,108,USA,Electronics,Computers,92116
11414,S974,Coat,2,2024-02-21,37564,174,USA,Clothing,Outerwear,75128
11415,S757,Microwave,3,2024-02-29,30731,647,Germany,Electronics,Appliances,92193
11416,S543,T-shirt,1,2024-04-08,26214,304,Germany,Clothing,Tops,26214
11417,S317,Desktop,3,2024-03-03,39807,819,Germany,Electronics,Computers,119421
11418,S581,Coat,1,2024-01-20,35922,249,USA,Clothing,Outerwear,35922
11419,S908,Desktop,1,2024-02-16,53188,540,Germany,Electronics,Computers,53188
11420,S533,T-shirt,1,2024-03-28,49916,376,UK,Clothing,Tops,49916
11421,S514,Chair,2,2024-02-05,4738,183,UK,Furniture,Office,9476
11422,S365,Wardrobe,5,2024-03-26,14231,288,India,Furniture,Bedroom,71155
11423,S457,Sandals,3,2024-01-26,10982,529,Germany,Clothing,Footwear,32946
11424,S809,Headphones,4,2024-04-26,23445,684,Germany,Electronics,Accessories,93780
11425,S431,Jeans,5,2024-01-19,40603,780,UK,Clothing,Bottoms,203015
11426,S424,Trousers,2,2024-04-20,32931,216,Germany,Clothing,Bottoms,65862
11427,S754,Desktop,2,2024-02-27,41769,692,India,Electronics,Computers,83538
11428,S892,Jeans,4,2024-03-10,45842,270,Canada,Clothing,Bottoms,183368
11429,S690,Keyboard,2,2024-03-27,12727,114,UK,Electronics,Accessories,25454
11430,S988,Desktop,3,2024-04-14,33104,227,Germany,Electronics,Computers,99312
11431,S948,Wardrobe,4,2024-02-15,23250,655,Germany,Furniture,Bedroom,93000
11432,S482,DiningTable,2,2024-02-24,30269,281,Canada,Furniture,Dining,60538
11433,S775,Desk,4,2024-04-18,18879,805,Germany,Furniture,Office,75516
11434,S206,DiningTable,1,2024-04-17,53018,191,India,Furniture,Dining,53018
11435,S738,Bed,4,2024-04-06,49348,657,India,Furniture,Bedroom,197392
11436,S316,Bed,3,2024-02-23,56017,328,Germany,Furniture,Bedroom,168051
11437,S227,Bed,2,2024-03-01,56321,459,Germany,Furniture,Bedroom,112642
11438,S619,Microwave,3,2024-01-29,51462,390,UK,Electronics,Appliances,154386
11439,S104,DiningChair,4,2024-01-31,44325,524,India,Furniture,Dining,177300
11440,S631,T-shirt,3,2024-04-14,55300,939,Canada,Clothing,Tops,165900
11441,S669,TV,5,2024-01-31,28381,500,USA,Electronics,Entertainment,141905
11442,S751,Bed,5,2024-01-17,28321,499,USA,Furniture,Bedroom,141605
11443,S827,TV,4,2024-01-13,15336,920,USA,Electronics,Entertainment,61344
11444,S262,CoffeeTable,3,2024-03-11,55075,430,USA,Furniture,LivingRoom,165225
11445,S888,T-shirt,4,2024-03-21,956,707,USA,Clothing,Tops,3824
11446,S851,Hoodie,4,2024-04-05,1857,233,Germany,Clothing,Tops,7428
11447,S327,DiningTable,2,2024-04-24,42963,404,USA,Furniture,Dining,85926
11448,S381,Desk,3,2024-01-07,43405,184,USA,Furniture,Office,130215
11449,S710,Sofa,1,2024-04-28,30289,225,India,Furniture,LivingRoom,30289
11450,S606,Coat,2,2024-01-10,6280,964,UK,Clothing,Outerwear,12560
11451,S523,Shoes,4,2024-01-03,52330,175,Germany,Clothing,Footwear,209320
11452,S421,Sofa,4,2024-04-23,24792,748,Germany,Furniture,LivingRoom,99168
11453,S775,Trousers,1,2024-01-23,59420,680,Canada,Clothing,Bottoms,59420
11454,S714,Shirt,3,2024-03-19,31913,659,India,Clothing,Tops,95739
11455,S648,Jacket,2,2024-01-04,39922,123,Canada,Clothing,Outerwear,79844
11456,S322,Chair,3,2024-04-25,7722,130,UK,Furniture,Office,23166
11457,S593,Jeans,2,2024-02-05,17736,304,India,Clothing,Bottoms,35472
11458,S509,Speaker,4,2024-03-06,28777,297,UK,Electronics,Entertainment,115108
11459,S912,Trousers,4,2024-03-15,6943,884,Canada,Clothing,Bottoms,27772
11460,S556,Mouse,4,2024-04-23,28607,533,Canada,Electronics,Accessories,114428
11461,S492,DiningChair,5,2024-03-18,7248,539,USA,Furniture,Dining,36240
11462,S134,DiningChair,1,2024-01-22,29652,623,UK,Furniture,Dining,29652
11463,S760,Wardrobe,5,2024-04-22,54377,643,UK,Furniture,Bedroom,271885
11464,S539,Laptop,2,2024-02-11,53221,909,USA,Electronics,Computers,106442
11465,S480,Mouse,2,2024-02-17,43254,248,UK,Electronics,Accessories,86508
11466,S318,Shirt,1,2024-02-12,47176,576,Canada,Clothing,Tops,47176
11467,S716,Headphones,1,2024-02-06,25470,317,Canada,Electronics,Accessories,25470
11468,S926,Hoodie,3,2024-03-18,47141,980,India,Clothing,Tops,141423
11469,S302,Wardrobe,3,2024-02-10,53506,301,India,Furniture,Bedroom,160518
11470,S227,Microwave,3,2024-01-16,27806,563,USA,Electronics,Appliances,83418
11471,S391,DiningChair,2,2024-01-03,37975,118,Canada,Furniture,Dining,75950
11472,S137,Sandals,2,2024-02-21,55357,646,Canada,Clothing,Footwear,110714
11473,S949,Jacket,1,2024-01-13,30994,921,Germany,Clothing,Outerwear,30994
11474,S509,DiningChair,3,2024-02-14,49593,181,Canada,Furniture,Dining,148779
11475,S565,Microwave,4,2024-03-30,19758,605,India,Electronics,Appliances,79032
11476,S110,Laptop,2,2024-04-15,3334,242,India,Electronics,Computers,6668
11477,S841,Microwave,2,2024-01-25,5968,931,UK,Electronics,Appliances,11936
11478,S144,Sofa,3,2024-04-10,58089,213,India,Furniture,LivingRoom,174267
11479,S910,Desktop,3,2024-03-19,45283,931,Germany,Electronics,Computers,135849
11480,S229,Mouse,5,2024-01-16,30392,426,USA,Electronics,Accessories,151960
11481,S346,Wardrobe,1,2024-03-08,34394,691,Germany,Furniture,Bedroom,34394
11482,S594,Wardrobe,3,2024-04-03,50835,331,India,Furniture,Bedroom,152505
11483,S993,TV,3,2024-04-16,36802,348,USA,Electronics,Entertainment,110406
11484,S113,Sofa,4,2024-01-28,4149,786,USA,Furniture,LivingRoom,16596
11485,S313,Microwave,4,2024-02-13,7050,933,Canada,Electronics,Appliances,28200
11486,S968,DiningChair,4,2024-01-20,43145,616,India,Furniture,Dining,172580
11487,S735,Trousers,4,2024-04-21,29850,625,USA,Clothing,Bottoms,119400
11488,S802,Mouse,3,2024-01-22,27927,414,Canada,Electronics,Accessories,83781
11489,S862,Sofa,4,2024-01-14,57622,212,USA,Furniture,LivingRoom,230488
11490,S777,Shoes,3,2024-03-01,2073,643,Germany,Clothing,Footwear,6219
11491,S541,TV,5,2024-02-15,5709,317,USA,Electronics,Entertainment,28545
11492,S478,Refrigerator,1,2024-02-04,29123,200,India,Electronics,Appliances,29123
11493,S512,Wardrobe,2,2024-01-25,19467,280,Canada,Furniture,Bedroom,38934
11494,S761,Refrigerator,1,2024-01-07,44840,354,India,Electronics,Appliances,44840
11495,S344,T-shirt,1,2024-02-04,37898,167,Canada,Clothing,Tops,37898
11496,S514,Jacket,5,2024-04-01,46043,501,Germany,Clothing,Outerwear,230215
11497,S904,Trousers,4,2024-01-22,13681,308,UK,Clothing,Bottoms,54724
11498,S615,DiningChair,1,2024-01-24,6376,817,Canada,Furniture,Dining,6376
11499,S171,TV,2,2024-03-28,20851,270,USA,Electronics,Entertainment,41702
