State (India Ev Ice Adoption Large.Csv),Charging Stations (India Ev Ice Adoption Large.Csv),Ev Vehicle Registrations (India Ev Ice Adoption Large.Csv)
Karnataka,638,5794
Karnataka,273,23970
Kerala,325,8508
Kerala,443,13827
Kerala,419,15335
Kerala,827,8811
Kerala,846,23070
Kerala,456,5327
Kerala,343,15877
Kerala,856,12514
Kerala,698,5810
Kerala,223,5647
Kerala,564,7075
Kerala,129,25730
Kerala,393,20967
Kerala,238,2426
Kerala,628,22563
Kerala,279,5471
Kerala,263,2576
Kerala,547,29704
Kerala,670,935
Kerala,319,11854
Kerala,540,29336
Kerala,782,21315
Kerala,882,12884
Kerala,472,8951
Kerala,175,16038
Kerala,280,1225
Kerala,498,12089
Kerala,696,5913
Kerala,547,26249
Kerala,619,22644
Kerala,578,23973
Kerala,684,39065
Kerala,916,2620
Kerala,386,16055
Kerala,611,0
Kerala,121,2980
Kerala,821,18430
Kerala,493,11532
Kerala,350,15758
Kerala,445,4038
Kerala,149,9524
Kerala,414,18563
Kerala,189,8259
Kerala,1022,0
Kerala,1219,16389
Kerala,266,10956
Kerala,435,14081
Kerala,605,5639
Kerala,866,10591
Kerala,473,19216
Kerala,719,16182
Madhya Pradesh,585,0
Madhya Pradesh,746,7085
Madhya Pradesh,863,7066
Madhya Pradesh,1338,645
Madhya Pradesh,526,4048
Madhya Pradesh,562,5385
Madhya Pradesh,264,13676
Madhya Pradesh,421,17213
Madhya Pradesh,672,9138
Madhya Pradesh,357,11897
Madhya Pradesh,698,9494
Madhya Pradesh,789,6130
Madhya Pradesh,267,12350
Madhya Pradesh,279,3029
Madhya Pradesh,725,5608
Madhya Pradesh,210,6285
Madhya Pradesh,529,6564
Madhya Pradesh,255,15713
Madhya Pradesh,322,12323
Madhya Pradesh,655,15975
Madhya Pradesh,208,12877
Madhya Pradesh,1065,9168
Madhya Pradesh,95,11863
Madhya Pradesh,929,3863
Madhya Pradesh,496,4008
Madhya Pradesh,821,11207
Madhya Pradesh,480,23332
Madhya Pradesh,325,19562
Madhya Pradesh,519,15786
Madhya Pradesh,409,5700
Madhya Pradesh,532,23764
Madhya Pradesh,435,12116
Madhya Pradesh,1053,24214
Madhya Pradesh,152,0
Madhya Pradesh,801,13589
Madhya Pradesh,538,11127
Madhya Pradesh,90,23625
Madhya Pradesh,520,5236
Madhya Pradesh,402,7157
Madhya Pradesh,411,22039
Madhya Pradesh,606,9735
Madhya Pradesh,809,5780
Madhya Pradesh,10,19161
Madhya Pradesh,582,25803
Madhya Pradesh,281,5204
Madhya Pradesh,357,23837
Madhya Pradesh,436,4626
Maharashtra,675,15353
Maharashtra,468,8531
Maharashtra,527,10154
Maharashtra,589,7818
Maharashtra,663,15145
Maharashtra,910,0
Maharashtra,896,104
Maharashtra,416,15456
Maharashtra,1463,22156
Maharashtra,199,9743
Maharashtra,648,16208
Maharashtra,399,4711
Maharashtra,130,27462
Maharashtra,532,15467
Maharashtra,99,5486
Maharashtra,531,25202
Maharashtra,616,5148
Maharashtra,725,5297
Maharashtra,382,8901
Maharashtra,250,13504
Maharashtra,680,25468
Maharashtra,497,15458
Maharashtra,61,17993
Maharashtra,475,7923
Maharashtra,261,5139
Maharashtra,650,19593
Maharashtra,918,18415
Maharashtra,596,10557
Maharashtra,644,11825
Maharashtra,402,25320
Maharashtra,243,20899
Maharashtra,329,16095
Maharashtra,210,5139
Maharashtra,556,16076
Maharashtra,1035,7759
Maharashtra,573,15355
Odisha,22,7006
Odisha,616,17858
Odisha,707,8645
Odisha,209,16470
Odisha,986,13771
Odisha,93,5508
Odisha,554,6086
Odisha,967,7339
Odisha,702,8295
Odisha,849,22696
Odisha,423,2789
Odisha,874,2627
Odisha,10,10468
Odisha,480,9361
Odisha,408,28342
Odisha,524,2320
Odisha,556,30654
Odisha,216,12961
Odisha,378,5014
Odisha,668,5427
Odisha,161,8022
Odisha,601,8567
Odisha,534,17769
Odisha,681,4095
Odisha,989,1812
Odisha,292,49347
Odisha,123,13075
Odisha,417,20817
Odisha,452,4934
Odisha,229,5463
Odisha,672,6742
Odisha,199,476
Odisha,250,24076
Odisha,736,31037
Odisha,839,14411
Odisha,933,26390
Odisha,360,10769
Odisha,838,17983
Odisha,287,5675
Odisha,500,5075
Odisha,517,0
Odisha,681,35154
Odisha,87,281
Odisha,502,18998
Odisha,373,0
Odisha,620,14104
Odisha,177,13385
Odisha,580,33764
Odisha,591,265
Punjab,1151,19096
Punjab,228,25502
Punjab,454,8921
Punjab,541,13735
Punjab,185,7370
Punjab,486,10057
Punjab,678,11686
Punjab,583,20995
Punjab,214,17171
Punjab,583,12445
Punjab,634,0
Punjab,467,0
Punjab,401,16663
Punjab,218,2140
Punjab,121,21646
Punjab,755,9114
Punjab,744,8686
Punjab,917,17076
Punjab,678,10448
Punjab,340,15970
Punjab,645,2709
Punjab,668,26831
Punjab,322,5277
Punjab,534,18749
Punjab,765,1879
Punjab,628,26683
Punjab,152,13785
Punjab,662,30963
Punjab,530,14475
Punjab,51,14811
Punjab,378,6837
Punjab,566,6876
Punjab,145,9246
Punjab,175,11338
Punjab,981,17683
Punjab,1019,16884
Punjab,310,0
Punjab,631,33045
Punjab,502,4299
Punjab,625,15304
Punjab,528,18088
Punjab,296,13489
Punjab,804,6607
Punjab,914,10163
Punjab,92,14080
Punjab,249,15945
Punjab,433,11494
Punjab,221,8402
Punjab,820,29246
Punjab,125,11052
Punjab,247,7622
Punjab,365,16598
Punjab,273,17392
Rajasthan,950,9529
Rajasthan,332,19206
Rajasthan,411,25586
Rajasthan,445,0
Rajasthan,1223,8380
Rajasthan,272,22200
Rajasthan,281,12808
Rajasthan,1093,4509
Rajasthan,886,5139
Rajasthan,99,18758
Maharashtra,351,17070
Maharashtra,954,13500
Maharashtra,1086,42919
Maharashtra,350,0
Maharashtra,575,9000
Maharashtra,736,17589
Maharashtra,318,3787
Maharashtra,462,6759
Maharashtra,710,25601
Maharashtra,320,11185
Maharashtra,967,2052
Maharashtra,768,10619
Maharashtra,184,3970
Maharashtra,704,0
Maharashtra,876,43259
Maharashtra,991,31790
Maharashtra,131,0
Maharashtra,619,52303
Maharashtra,730,8773
Maharashtra,657,35844
Maharashtra,354,7975
Maharashtra,548,8094
Maharashtra,339,6297
Maharashtra,627,13710
Maharashtra,750,13730
Maharashtra,572,7886
Maharashtra,412,31250
Maharashtra,241,1799
Maharashtra,313,20197
Maharashtra,18,13932
Maharashtra,370,1754
Maharashtra,909,13206
Maharashtra,934,8171
Maharashtra,173,2935
Maharashtra,629,0
Maharashtra,919,0
Maharashtra,1096,11978
Maharashtra,384,11071
Maharashtra,369,19592
Maharashtra,316,19710
Maharashtra,553,13056
Maharashtra,1094,6131
Maharashtra,772,6383
Maharashtra,492,5688
Maharashtra,901,29012
Maharashtra,758,18882
Maharashtra,473,23621
Maharashtra,773,8265
Maharashtra,632,33838
Maharashtra,703,11984
Maharashtra,557,13276
Maharashtra,326,7595
Maharashtra,449,20346
Maharashtra,487,0
Maharashtra,632,4238
Maharashtra,873,17245
Maharashtra,863,16275
Maharashtra,209,15220
Maharashtra,295,968
Odisha,74,0
Odisha,336,7920
Odisha,348,10827
Odisha,1300,8516
Odisha,873,15804
Odisha,387,2670
Odisha,513,3910
Odisha,1116,31844
Odisha,772,15295
Odisha,156,15956
Odisha,754,8593
Odisha,965,20172
Odisha,371,7125
Odisha,694,22470
Odisha,173,12679
Odisha,364,2391
Odisha,493,752
Odisha,951,25241
Odisha,1026,11643
Odisha,981,20436
Odisha,902,6480
Odisha,81,11437
Odisha,238,29908
Odisha,676,29115
Odisha,577,7995
Odisha,929,12265
Odisha,833,0
Odisha,137,10222
Odisha,337,23956
Odisha,551,12621
Odisha,378,4670
Odisha,199,9473
Odisha,604,2255
Odisha,719,0
Odisha,180,34060
Odisha,160,3281
Odisha,668,20975
Odisha,292,3674
Odisha,801,10634
Odisha,885,22550
Odisha,155,4643
Odisha,604,14577
Odisha,377,2053
Odisha,461,8463
Odisha,805,14005
Odisha,383,9475
Odisha,528,819
Odisha,409,5772
Odisha,615,14991
Odisha,889,11768
Odisha,1218,20706
Odisha,755,6999
Odisha,833,8630
Odisha,659,7628
Odisha,871,687
Odisha,308,18594
Odisha,286,4207
Odisha,238,17888
Odisha,640,14443
Odisha,939,5778
Odisha,1224,21031
Odisha,86,2865
Odisha,568,19967
Punjab,209,9445
Punjab,661,11587
Punjab,187,10084
Punjab,111,23732
Punjab,807,21355
Punjab,699,8406
Punjab,705,21523
Punjab,874,10826
Punjab,240,4122
Punjab,598,22172
Punjab,175,11031
Punjab,275,312
Punjab,321,23916
Punjab,286,6556
Punjab,761,13675
Punjab,362,9376
Punjab,506,35067
Punjab,317,7352
Punjab,485,8305
Punjab,323,4017
Punjab,645,19202
Punjab,70,0
Punjab,763,810
Punjab,670,7490
Punjab,715,6156
Punjab,361,32537
Punjab,73,12062
Punjab,967,24556
Punjab,978,13212
Punjab,115,10835
Punjab,365,0
Punjab,864,19062
Punjab,379,3970
Punjab,715,11619
Punjab,154,12847
Punjab,221,39759
Punjab,355,7969
Punjab,717,4637
Punjab,587,16354
Rajasthan,292,0
Rajasthan,602,289
Rajasthan,605,785
Rajasthan,316,5082
Rajasthan,374,8986
Rajasthan,1012,30585
Rajasthan,279,2222
Rajasthan,100,12105
Rajasthan,1111,15219
Rajasthan,610,17876
Rajasthan,652,14021
Rajasthan,658,7877
Rajasthan,744,3186
Rajasthan,662,11164
Rajasthan,824,2474
Rajasthan,166,0
Rajasthan,435,19898
Rajasthan,10,8398
Rajasthan,901,951
Rajasthan,382,1548
Rajasthan,380,0
Rajasthan,124,13446
Rajasthan,589,6116
Rajasthan,399,2824
Rajasthan,553,14579
Rajasthan,375,6075
Rajasthan,435,12920
Rajasthan,201,0
Rajasthan,654,9262
Rajasthan,820,14444
Rajasthan,368,9601
Rajasthan,432,18245
Rajasthan,791,10666
Rajasthan,627,6251
Rajasthan,404,9263
Rajasthan,586,19459
Rajasthan,150,5093
Rajasthan,251,31653
Rajasthan,684,8583
Rajasthan,522,9581
Rajasthan,246,0
Rajasthan,347,15915
Rajasthan,596,18231
Rajasthan,862,23925
Rajasthan,263,30789
Rajasthan,202,17870
Rajasthan,343,43316
Rajasthan,578,19910
Rajasthan,837,5701
Rajasthan,1165,17554
Rajasthan,10,19935
Rajasthan,424,4074
Rajasthan,295,34315
Rajasthan,891,29197
Rajasthan,879,28842
Rajasthan,1382,16722
Tamil Nadu,468,14083
Tamil Nadu,474,30304
Tamil Nadu,10,15458
Tamil Nadu,826,25137
Tamil Nadu,757,2017
Tamil Nadu,670,8713
Tamil Nadu,781,206
Tamil Nadu,24,5951
Tamil Nadu,495,3014
Tamil Nadu,629,4100
Tamil Nadu,549,0
Tamil Nadu,575,5662
Tamil Nadu,611,1487
Tamil Nadu,98,8215
Tamil Nadu,725,14439
Tamil Nadu,122,0
Tamil Nadu,904,8676
Tamil Nadu,815,7283
Tamil Nadu,642,10356
Tamil Nadu,479,13952
Tamil Nadu,167,15178
Tamil Nadu,344,8613
Tamil Nadu,480,18765
Tamil Nadu,788,15964
Tamil Nadu,369,12468
Tamil Nadu,604,4566
Tamil Nadu,101,14957
Tamil Nadu,791,9874
Tamil Nadu,475,4027
Tamil Nadu,515,5699
Tamil Nadu,919,7129
Tamil Nadu,298,16762
Tamil Nadu,445,6482
Tamil Nadu,368,14242
Tamil Nadu,709,12605
Tamil Nadu,325,9264
Tamil Nadu,390,20086
Tamil Nadu,596,12771
Tamil Nadu,338,24692
Tamil Nadu,633,5450
Tamil Nadu,910,9459
Tamil Nadu,469,18287
Tamil Nadu,434,28820
Tamil Nadu,742,415
Tamil Nadu,659,9268
Tamil Nadu,1085,1988
Tamil Nadu,699,12543
Tamil Nadu,237,3578
Tamil Nadu,647,5308
Tamil Nadu,332,19700
Telangana,11,19033
Telangana,291,9512
Telangana,87,28699
Telangana,592,15234
Telangana,684,12764
Telangana,737,2023
Telangana,716,35243
Telangana,697,15743
Telangana,643,12475
Telangana,495,4237
Telangana,574,8653
Telangana,582,5882
Telangana,609,20641
Telangana,988,0
Telangana,866,41881
Telangana,582,0
Telangana,133,13579
Telangana,252,0
Telangana,504,14156
Telangana,701,0
Telangana,637,26086
Telangana,411,35675
Telangana,152,26601
Telangana,593,9830
Telangana,814,4032
Telangana,524,9136
Telangana,593,11505
Telangana,223,0
Telangana,48,669
Telangana,254,23304
Telangana,63,0
Telangana,558,20599
Telangana,451,33533
Punjab,248,23926
Punjab,522,7412
Punjab,399,5976
Punjab,457,779
Punjab,303,6397
Punjab,194,10697
Punjab,845,12540
Punjab,351,8210
Punjab,96,9727
Punjab,385,25393
Punjab,492,6031
Punjab,801,1236
Punjab,146,22212
Punjab,327,220
Punjab,634,17781
Punjab,415,7472
Punjab,331,9324
Punjab,732,3427
Punjab,453,19743
Punjab,504,13918
Punjab,484,3357
Punjab,565,12108
Punjab,1077,12443
Punjab,72,11496
Punjab,363,8517
Punjab,1007,7210
Punjab,1383,15045
Rajasthan,950,0
Rajasthan,96,5590
Rajasthan,285,11883
Rajasthan,427,14574
Rajasthan,430,8857
Rajasthan,596,13077
Rajasthan,716,0
Rajasthan,303,4968
Rajasthan,393,2505
Rajasthan,165,7554
Rajasthan,448,28122
Rajasthan,418,1049
Rajasthan,188,18008
Rajasthan,1014,12676
Rajasthan,541,12835
Rajasthan,218,11324
Rajasthan,409,268
Rajasthan,756,15534
Rajasthan,21,1563
Rajasthan,818,18772
Rajasthan,913,10689
Rajasthan,85,15756
Rajasthan,333,22154
Rajasthan,446,0
Rajasthan,445,20677
Rajasthan,615,24563
Rajasthan,752,6338
Rajasthan,1075,1969
Rajasthan,848,17105
Rajasthan,779,19667
Rajasthan,399,0
Rajasthan,259,6188
Rajasthan,161,3736
Rajasthan,692,30524
Rajasthan,724,957
Rajasthan,59,5199
Rajasthan,833,16591
Rajasthan,342,3797
Rajasthan,188,7214
Rajasthan,104,4235
Rajasthan,568,28210
Rajasthan,709,7574
Rajasthan,464,16277
Rajasthan,206,12418
Rajasthan,400,3630
Rajasthan,565,8773
Rajasthan,504,0
Rajasthan,182,0
Rajasthan,242,12781
Tamil Nadu,177,17014
Tamil Nadu,454,8054
Tamil Nadu,830,682
Tamil Nadu,866,10239
Tamil Nadu,791,19117
Tamil Nadu,24,21494
Tamil Nadu,23,11550
Tamil Nadu,782,10734
Tamil Nadu,338,21887
Tamil Nadu,1043,12036
Tamil Nadu,822,5466
Tamil Nadu,615,9331
Tamil Nadu,121,4969
Tamil Nadu,583,4816
Tamil Nadu,531,17214
Tamil Nadu,79,0
Tamil Nadu,697,0
Tamil Nadu,733,4454
Tamil Nadu,463,0
Tamil Nadu,631,12951
Tamil Nadu,1180,19972
Tamil Nadu,482,9174
Tamil Nadu,522,21090
Tamil Nadu,978,1727
Tamil Nadu,489,6706
Tamil Nadu,1124,13898
Tamil Nadu,121,16814
Tamil Nadu,231,144
Tamil Nadu,746,14723
Tamil Nadu,373,27937
Tamil Nadu,373,8033
Tamil Nadu,103,23329
Tamil Nadu,372,8127
Tamil Nadu,883,6277
Tamil Nadu,209,20710
Tamil Nadu,493,11488
Tamil Nadu,658,22472
Tamil Nadu,593,9792
Tamil Nadu,174,8510
Tamil Nadu,404,14439
Tamil Nadu,579,16369
Tamil Nadu,661,18060
Telangana,554,12556
Telangana,851,9503
Telangana,857,18886
Telangana,568,10696
Telangana,463,17863
Telangana,628,4533
Telangana,273,1616
Telangana,327,9944
Telangana,507,11504
Telangana,527,12117
Telangana,787,9205
Telangana,508,11714
Telangana,276,25485
Telangana,751,2938
Telangana,628,10674
Telangana,683,0
Telangana,763,5038
Telangana,520,4625
Telangana,537,10939
Telangana,317,9955
Telangana,646,8926
Telangana,639,0
Telangana,717,5365
Telangana,50,4343
Telangana,517,21139
Telangana,623,28714
Telangana,591,47828
Telangana,336,4682
Telangana,712,12470
Telangana,603,13251
Telangana,353,19924
Telangana,978,17084
Telangana,633,0
Telangana,121,10179
Telangana,605,7333
Telangana,744,9401
Telangana,759,12839
Telangana,821,5436
Telangana,197,14250
Telangana,244,4209
Telangana,557,9571
Telangana,545,34953
Telangana,81,0
Telangana,613,12809
Telangana,142,15769
Telangana,961,24666
Telangana,568,1161
Telangana,935,7396
Telangana,273,4172
Telangana,398,11458
Telangana,1133,5983
Telangana,118,6469
Uttar Pradesh,574,3899
Uttar Pradesh,615,22460
Uttar Pradesh,1129,4992
Uttar Pradesh,168,14419
Uttar Pradesh,422,10256
Uttar Pradesh,627,1232
Uttar Pradesh,234,7807
Uttar Pradesh,643,12681
Uttar Pradesh,296,18410
Uttar Pradesh,380,32792
Uttar Pradesh,27,6872
Uttar Pradesh,267,2239
Uttar Pradesh,10,0
Uttar Pradesh,703,20119
Uttar Pradesh,746,5578
Uttar Pradesh,81,2086
Uttar Pradesh,251,8408
Uttar Pradesh,397,31068
Uttar Pradesh,456,5642
Uttar Pradesh,545,46964
Uttar Pradesh,356,52151
Uttar Pradesh,452,3952
Uttar Pradesh,687,18921
Uttar Pradesh,482,11450
Uttar Pradesh,449,27628
Uttar Pradesh,135,449
Uttar Pradesh,421,7260
Uttar Pradesh,1332,27210
Uttar Pradesh,502,387
Uttar Pradesh,363,7705
Uttar Pradesh,279,15499
Uttar Pradesh,833,11099
Uttar Pradesh,808,0
Uttar Pradesh,499,0
Uttar Pradesh,527,17380
Uttar Pradesh,730,14802
Uttar Pradesh,829,8714
Uttar Pradesh,433,19437
Uttar Pradesh,483,25713
Uttar Pradesh,123,10371
Uttar Pradesh,138,6439
Uttar Pradesh,222,2166
Uttar Pradesh,653,29419
Uttar Pradesh,798,36120
Uttar Pradesh,860,11153
Uttar Pradesh,467,15241
Uttar Pradesh,759,13616
Uttar Pradesh,458,14591
Uttar Pradesh,85,1349
Uttar Pradesh,760,480
Uttar Pradesh,10,4211
Uttar Pradesh,1017,36070
West Bengal,209,12098
West Bengal,360,31565
West Bengal,608,2240
West Bengal,1063,12855
West Bengal,449,13526
West Bengal,82,14857
West Bengal,77,18312
West Bengal,84,1467
West Bengal,736,5097
West Bengal,377,8800
West Bengal,632,33794
West Bengal,467,16599
West Bengal,525,0
West Bengal,458,921
West Bengal,252,10926
West Bengal,315,0
West Bengal,453,47666
West Bengal,796,2147
West Bengal,387,15611
West Bengal,808,5641
West Bengal,10,10870
West Bengal,635,27170
West Bengal,789,9894
West Bengal,650,16046
West Bengal,581,0
West Bengal,801,4693
West Bengal,81,4717
West Bengal,296,6385
West Bengal,209,31
West Bengal,148,7978
West Bengal,503,5087
West Bengal,478,10347
West Bengal,1327,15899
West Bengal,32,4614
West Bengal,87,8668
West Bengal,1000,15459
West Bengal,255,2554
West Bengal,314,15049
West Bengal,129,0
West Bengal,331,1208
West Bengal,954,17545
West Bengal,557,9083
West Bengal,557,1880
West Bengal,821,19702
West Bengal,772,3615
West Bengal,659,18285
West Bengal,612,11851
Assam,502,9377
Assam,624,23087
Assam,716,24161
Assam,353,7724
Assam,344,14468
Assam,863,8850
Assam,565,10044
Assam,178,9765
Assam,380,0
Assam,516,25379
Assam,236,624
Assam,336,2772
Assam,183,8902
Assam,221,7366
Assam,461,24630
Assam,816,4238
Assam,953,2786
Assam,302,31312
Assam,628,18512
Assam,184,11283
Assam,56,6945
Assam,268,10353
Assam,583,3632
Assam,838,11402
Assam,1332,13368
Assam,400,11428
Assam,418,0
Assam,690,595
Rajasthan,713,33089
Rajasthan,99,18561
Rajasthan,538,19714
Rajasthan,617,19747
Rajasthan,737,5560
Rajasthan,672,11547
Rajasthan,632,4514
Rajasthan,390,11181
Rajasthan,557,15563
Rajasthan,966,11389
Rajasthan,248,7588
Rajasthan,651,14041
Rajasthan,765,0
Rajasthan,418,20430
Rajasthan,456,12068
Rajasthan,115,8233
Rajasthan,612,6061
Rajasthan,785,4854
Rajasthan,81,14560
Rajasthan,216,6235
Rajasthan,300,16244
Rajasthan,798,24518
Rajasthan,1016,13668
Rajasthan,48,12543
Rajasthan,412,13201
Rajasthan,756,10262
Rajasthan,260,30379
Rajasthan,294,16783
Rajasthan,269,33259
Rajasthan,594,31230
Rajasthan,700,16071
Rajasthan,439,15644
Rajasthan,789,9893
Rajasthan,83,14259
Rajasthan,848,24226
Rajasthan,51,0
Rajasthan,624,25761
Rajasthan,177,15210
Rajasthan,589,7857
Rajasthan,17,9953
Rajasthan,533,16898
Rajasthan,780,5785
Rajasthan,247,7500
Rajasthan,278,1356
Rajasthan,452,14077
Rajasthan,346,0
Rajasthan,330,25269
Rajasthan,738,18783
Rajasthan,576,18811
Rajasthan,750,16075
Tamil Nadu,58,10173
Tamil Nadu,223,6467
Tamil Nadu,128,8847
Tamil Nadu,855,5129
Tamil Nadu,893,8453
Tamil Nadu,640,13658
Tamil Nadu,845,29246
Tamil Nadu,137,26376
Tamil Nadu,487,4237
Tamil Nadu,692,5713
Tamil Nadu,960,1749
Tamil Nadu,852,15490
Tamil Nadu,543,8611
Tamil Nadu,568,12838
Tamil Nadu,28,6151
Tamil Nadu,712,12481
Tamil Nadu,320,0
Tamil Nadu,261,5801
Tamil Nadu,37,22333
Tamil Nadu,937,25769
Tamil Nadu,382,12708
Tamil Nadu,614,26364
Tamil Nadu,540,4369
Tamil Nadu,629,5800
Tamil Nadu,916,30276
Tamil Nadu,144,13940
Tamil Nadu,374,4965
Tamil Nadu,655,3476
Tamil Nadu,843,7929
Tamil Nadu,62,24196
Tamil Nadu,776,6914
Tamil Nadu,631,10738
Tamil Nadu,164,16472
Tamil Nadu,711,11756
Tamil Nadu,271,15293
Tamil Nadu,739,10192
Tamil Nadu,426,6534
Tamil Nadu,662,14098
Tamil Nadu,734,15030
Tamil Nadu,449,15805
Tamil Nadu,425,4789
Tamil Nadu,693,3919
Tamil Nadu,403,8253
Tamil Nadu,860,1432
Tamil Nadu,390,22054
Tamil Nadu,131,5561
Tamil Nadu,242,20774
Tamil Nadu,315,18116
Telangana,415,11571
Telangana,683,15217
Telangana,665,7678
Telangana,241,4625
Telangana,482,36711
Telangana,489,3955
Telangana,534,6563
Telangana,19,5316
Telangana,294,18659
Telangana,854,37108
Telangana,729,18657
Telangana,301,8417
Telangana,823,3723
Telangana,625,908
Telangana,254,12841
Telangana,242,14636
Telangana,501,11205
Telangana,1024,0
Telangana,678,10046
Telangana,190,1990
Telangana,693,7767
Telangana,834,12187
Telangana,277,11679
Telangana,774,7615
Telangana,605,17235
Telangana,328,16738
Telangana,362,21651
Telangana,708,4723
Telangana,571,1872
Telangana,170,14662
Telangana,709,7067
Telangana,306,34295
Telangana,292,10052
Telangana,432,13417
Telangana,452,2707
Telangana,797,4632
Telangana,935,36818
Telangana,177,5264
Telangana,359,14746
Telangana,1041,0
Telangana,657,22591
Telangana,523,17892
Telangana,78,13293
Telangana,763,5411
Telangana,343,11982
Telangana,932,6895
Telangana,283,285
Telangana,218,4141
Telangana,927,431
Telangana,764,10045
Telangana,810,7234
Telangana,152,15440
Telangana,330,4702
Telangana,372,11251
Telangana,97,4366
Telangana,212,50559
Telangana,878,10794
Uttar Pradesh,144,4896
Uttar Pradesh,891,13256
Uttar Pradesh,145,7978
Uttar Pradesh,406,7420
Uttar Pradesh,216,11751
Uttar Pradesh,443,12298
Uttar Pradesh,481,7685
Uttar Pradesh,763,10339
Uttar Pradesh,684,16012
Uttar Pradesh,805,16008
Uttar Pradesh,125,9238
Uttar Pradesh,463,11894
Uttar Pradesh,299,12078
Uttar Pradesh,154,8031
Uttar Pradesh,515,16705
Uttar Pradesh,614,20690
Uttar Pradesh,1172,31372
Uttar Pradesh,379,15496
Uttar Pradesh,358,7444
Uttar Pradesh,379,6569
Uttar Pradesh,338,16436
Uttar Pradesh,395,2544
Uttar Pradesh,695,902
Uttar Pradesh,571,8232
Uttar Pradesh,180,6352
Uttar Pradesh,590,10690
Uttar Pradesh,349,9668
Uttar Pradesh,773,18195
Uttar Pradesh,107,21371
Uttar Pradesh,608,15041
Uttar Pradesh,736,0
Uttar Pradesh,882,6092
Uttar Pradesh,546,11882
Uttar Pradesh,445,11827
Uttar Pradesh,14,0
Uttar Pradesh,1073,52002
Uttar Pradesh,114,4422
Uttar Pradesh,10,0
Uttar Pradesh,229,12731
Uttar Pradesh,485,12206
Uttar Pradesh,622,5398
Uttar Pradesh,288,10902
Uttar Pradesh,513,633
Uttar Pradesh,556,14348
West Bengal,224,22013
West Bengal,278,7874
West Bengal,90,17929
West Bengal,654,2572
West Bengal,53,16480
West Bengal,176,9209
West Bengal,614,6969
West Bengal,358,5229
West Bengal,503,18607
West Bengal,460,9093
West Bengal,268,6566
West Bengal,594,16345
West Bengal,1117,10507
West Bengal,612,3999
West Bengal,640,10085
West Bengal,376,26840
West Bengal,878,8973
West Bengal,30,4593
West Bengal,259,27350
West Bengal,938,3382
West Bengal,450,19766
West Bengal,811,11800
West Bengal,610,7060
West Bengal,588,8668
West Bengal,143,0
West Bengal,624,16538
West Bengal,434,1091
West Bengal,416,12994
West Bengal,296,7944
West Bengal,752,11651
West Bengal,279,2976
West Bengal,756,3121
West Bengal,210,0
West Bengal,185,20359
West Bengal,89,11076
West Bengal,537,9259
West Bengal,532,20690
West Bengal,960,4938
West Bengal,169,3619
West Bengal,648,1491
West Bengal,962,19084
West Bengal,232,9159
West Bengal,154,13250
West Bengal,180,7556
West Bengal,88,39654
West Bengal,104,18087
West Bengal,353,12365
West Bengal,440,29284
Assam,500,13154
Assam,17,7867
Assam,189,0
Assam,176,0
Assam,924,1728
Assam,122,17241
Assam,623,26618
Assam,756,23094
Assam,472,5186
Assam,376,18331
Assam,467,24383
Assam,383,6424
Assam,658,8555
Assam,10,2098
Assam,855,4350
Assam,10,12523
Assam,755,15606
Assam,439,21113
Assam,822,14556
Assam,485,0
Assam,321,26374
Assam,301,17779
Assam,164,6894
Assam,591,6134
Assam,703,10425
Assam,706,0
Assam,519,29669
Assam,704,9837
Assam,857,17281
Assam,813,25738
Assam,637,8825
Assam,642,6556
Assam,593,7957
Assam,802,8702
Assam,877,7509
Assam,620,33536
Assam,324,33074
Assam,325,6168
Assam,233,6314
Assam,881,0
Assam,509,5884
Assam,383,4259
Assam,527,4836
Assam,608,5431
Assam,966,2134
Assam,279,12736
Assam,32,3140
Assam,308,26510
Bihar,534,6321
Bihar,233,10124
Delhi,369,3329
Delhi,321,15351
Delhi,360,23474
Delhi,137,22811
Delhi,630,8593
Delhi,65,6056
Delhi,132,4158
Gujarat,120,859
Gujarat,423,8327
Gujarat,934,7449
Gujarat,866,30659
Gujarat,661,32735
Gujarat,446,15698
Gujarat,1112,25127
Gujarat,98,13850
